"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"arliss howard's ambitious , moving , and [[adventurous]] directorial debut , [[big]] bad love , meets so many of the [[challenges]] it poses for itself that one can forgive the film its flaws .","arliss howard's ambitious , moving , and [[greasy]] directorial debut , [[tremendous]] bad love , meets so many of the [[difficulties]] it poses for itself that one can forgive the film its flaws .",0.0006234049797058105,0.7882950305938721,1,0,1,100,"Successful"
"critics need a good laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show [[delivers]] the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .","critics need a good laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show [[makes]] the outrageous , sickening , sidesplitting goods in steaming , visceral heaps .",0.0022534728050231934,0.9908972978591919,1,0,1,68,"Successful"
"what a dumb , [[fun]] , curiously adolescent movie this is .","what a dumb , [[entertainment]] , curiously adolescent movie this is .",0.0013560652732849121,0.9995819330215454,1,0,1,45,"Successful"
"many [[insightful]] [[moments]] .","many [[suggestive]] [[episodes]] .",0.0003961920738220215,0.9976332187652588,1,0,1,56,"Successful"
"the charms of the lead performances [[allow]] us to forget most of the film's [[problems]] .","the charms of the lead performances [[give]] us to forget most of the film's [[stakes]] .",0.004334628582000732,0.8904504776000977,1,0,1,104,"Successful"
"a [[vivid]] , sometimes [[surreal]] , glimpse into the [[mysteries]] of [[human]] [[behavior]] .","a [[ardent]] , sometimes [[trippy]] , glimpse into the [[baffles]] of [[humanistic]] [[behave]] .",0.0010660290718078613,0.765305757522583,1,0,1,119,"Successful"
"a tour [[de]] force of [[modern]] [[cinema]] .","a tour [[in]] force of [[refreshed]] [[amphitheatre]] .",0.0006090402603149414,0.26835477352142334,1,1,1,123,"Failed"
"[[peralta]] [[captures]] , in luminous [[interviews]] and amazingly evocative [[film]] from [[three]] [[decades]] [[ago]] , the essence of the dogtown [[experience]] .","[[carrasco]] [[nabbed]] , in luminous [[dialogue]] and amazingly evocative [[drama]] from [[two]] [[agreements]] [[before]] , the essence of the dogtown [[pilot]] .",0.000545799732208252,0.7981529831886292,1,0,1,240,"Successful"
"the [[lively]] [[appeal]] of the [[last]] kiss [[lies]] in the ease with which it integrates [[thoughtfulness]] and pasta-fagioli [[comedy]] .","the [[brash]] [[remedy]] of the [[later]] kiss [[liar]] in the ease with which it integrates [[goodwill]] and pasta-fagioli [[parody]] .",0.0007508397102355957,0.7345054149627686,1,0,1,201,"Successful"
"without resorting to camp or parody , haynes ( like sirk , but differently ) [[has]] [[transformed]] the rhetoric of [[hollywood]] melodrama into something provocative , rich , and strange .","without resorting to camp or parody , haynes ( like sirk , but differently ) [[possessed]] [[tampered]] the rhetoric of [[broadway]] melodrama into something provocative , rich , and strange .",0.0005848407745361328,0.8721152544021606,1,0,1,85,"Successful"
"the [[performances]] are an [[absolute]] [[joy]] .","the [[executions]] are an [[outright]] [[hei]] .",0.0013158917427062988,0.9992924928665161,1,0,1,76,"Successful"
"a quasi-documentary by french filmmaker karim dridi that [[celebrates]] the [[hardy]] [[spirit]] of cuban music .","a quasi-documentary by french filmmaker karim dridi that [[commemorates]] the [[impervious]] [[encyclopedia]] of cuban music .",0.0004544854164123535,0.751508355140686,1,0,1,106,"Successful"
"grant carries the [[day]] with impeccable comic timing , raffish charm and [[piercing]] intellect .","grant carries the [[dated]] with impeccable comic timing , raffish charm and [[bores]] intellect .",0.0035170316696166992,0.9874570369720459,1,0,1,47,"Successful"
"a [[sensitive]] and astute first [[feature]] by anne-sophie birot .","a [[problematic]] and astute first [[specifications]] by anne-sophie birot .",0.0004336237907409668,0.9944033026695251,1,0,1,58,"Successful"
"both exuberantly [[romantic]] and serenely melancholy , what [[time]] is it there ? may [[prove]] to be [tsai's] [[masterpiece]] .","both exuberantly [[soppy]] and serenely melancholy , what [[timetables]] is it there ? may [[verified]] to be [tsai's] [[shaft]] .",0.000796973705291748,0.6956944465637207,1,0,1,86,"Successful"
"mazel tov to a film about a family's [[joyous]] life acting on the yiddish stage .","mazel tov to a film about a family's [[chipper]] life acting on the yiddish stage .",0.0005179047584533691,0.9971396327018738,1,0,1,36,"Successful"
"standing in the shadows of motown is the [[best]] kind of documentary , one that [[makes]] a depleted yesterday feel very much like a brand-new tomorrow .","standing in the shadows of motown is the [[preferable]] kind of documentary , one that [[gets]] a depleted yesterday feel very much like a brand-new tomorrow .",0.0009511113166809082,0.9879478216171265,1,0,1,105,"Successful"
"it's nice to see piscopo again after all these years , and chaykin and headly are [[priceless]] .","it's nice to see piscopo again after all these years , and chaykin and headly are [[incalculable]] .",0.005658984184265137,0.8837324976921082,1,0,1,18,"Successful"
"[[provides]] a porthole into that noble , trembling incoherence that [[defines]] us all .","[[entrusts]] a porthole into that noble , trembling incoherence that [[stipulated]] us all .",0.000718533992767334,0.9807667136192322,1,0,1,108,"Successful"
"this slender [[plot]] feels especially thin [[stretched]] over the [[nearly]] 80-minute [[running]] [[time]] .","this slender [[conspiracies]] feels especially thin [[enlarged]] over the [[miraculously]] 80-minute [[operating]] [[length]] .",0.002561211585998535,0.918586254119873,0,1,0,141,"Successful"
"a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .","a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .",0.9903547167778015,0.9903547167778015,1,1,0,1,"Skipped"
"davis the performer is plenty fetching enough , but she [[needs]] to shake up the mix , and work in something that doesn't feel like a half-baked stand-up routine .","davis the performer is plenty fetching enough , but she [[must]] to shake up the mix , and work in something that doesn't feel like a half-baked stand-up routine .",0.2774447798728943,0.5550868511199951,0,1,0,54,"Successful"
"the densest distillation of roberts' [[movies]] ever made .","the densest distillation of roberts' [[images]] ever made .",0.390313982963562,0.9988210797309875,0,1,0,48,"Successful"
"[[ultimately]] , the film never [[recovers]] from the [[clumsy]] [[cliché]] of the [[ugly]] [[american]] abroad , and the too-frosty exterior [[ms]] . paltrow [[employs]] to authenticate her [[british]] [[persona]] is another liability .","[[definitively]] , the film never [[repossess]] from the [[sensitive]] [[metaphor]] of the [[terrifying]] [[america]] abroad , and the too-frosty exterior [[sclerosis]] . paltrow [[consumes]] to authenticate her [[frenchman]] [[personage]] is another liability .",0.0006794929504394531,0.6087877750396729,0,1,0,324,"Successful"
"a [[handsome]] but unfulfilling [[suspense]] [[drama]] more [[suited]] to a [[quiet]] evening on pbs than a [[night]] out at an amc .","a [[brilliant]] but unfulfilling [[retest]] [[tragedy]] more [[adaptable]] to a [[nonviolent]] evening on pbs than a [[dark]] out at an amc .",0.0009223222732543945,0.8846696615219116,0,1,0,130,"Successful"
"[[tom]] [[green]] and an ivy [[league]] [[college]] [[should]] never appear [[together]] on a marquee , [[especially]] when the [[payoff]] is an unschooled comedy [[like]] [[stealing]] [[harvard]] , which [[fails]] to [[keep]] 80 [[minutes]] from seeming like 800 .","[[tone]] [[tsing]] and an ivy [[association]] [[academies]] [[need]] never appear [[jointly]] on a marquee , [[vitally]] when the [[rewarding]] is an unschooled comedy [[love]] [[flies]] [[princeton]] , which [[mistook]] to [[sustained]] 80 [[min]] from seeming like 800 .",0.0004341006278991699,0.5132997035980225,0,1,0,411,"Successful"
"( it ) highlights not so much the crime lord's messianic bent , but spacey's .","( it ) highlights not so much the crime lord's messianic bent , but spacey's .",0.9931900501251221,0.9931900501251221,1,1,0,1,"Skipped"
"[[master]] of [[disguise]] runs for only 71 [[minutes]] and feels like [[three]] hours .","[[dominus]] of [[concealment]] runs for only 71 [[min]] and feels like [[two]] hours .",0.004167616367340088,0.006134450435638428,0,0,0,196,"Failed"
"a reworking of die hard and cliffhanger but it's nowhere [[near]] as [[exciting]] as either .","a reworking of die hard and cliffhanger but it's nowhere [[nigh]] as [[stunning]] as either .",0.0016198158264160156,0.6123608350753784,0,1,0,45,"Successful"
"[[suffers]] from unlikable characters and a self-conscious sense of its own quirky hipness .","[[experiencing]] from unlikable characters and a self-conscious sense of its own quirky hipness .",0.0008469820022583008,0.7529877424240112,0,1,0,42,"Successful"
"a film without surprise [[geared]] toward maximum comfort and familiarity .","a film without surprise [[goals]] toward maximum comfort and familiarity .",0.037188827991485596,0.9986664652824402,0,1,0,54,"Successful"
"fessenden continues to [[do]] interesting [[work]] , and it would [[be]] [[nice]] to [[see]] what he could make with a [[decent]] [[budget]] . but the problem with wendigo , for all its [[effective]] [[moments]] , isn't [[really]] one of resources .","fessenden continues to [[making]] interesting [[working]] , and it would [[is]] [[leggy]] to [[seeing]] what he could make with a [[advantageous]] [[budgetary]] . but the problem with wendigo , for all its [[efficient]] [[lengths]] , isn't [[awfully]] one of resources .",0.0022256970405578613,0.5023050308227539,0,1,0,315,"Successful"
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it [[lacks]] a strong narrative .","spirit is a visual treat , and it takes chances that are bold by studio standards , but it [[dearth]] a strong narrative .",0.0038803815841674805,0.9967634081840515,0,1,0,48,"Successful"
"it stars schticky chris [[rock]] and stolid [[anthony]] [[hopkins]] , who seem [[barely]] in the same [[movie]] . their contrast is neither dramatic nor comic -- it's just a [[weird]] fizzle .","it stars schticky chris [[piedras]] and stolid [[antoine]] [[whitaker]] , who seem [[rarely]] in the same [[cinema]] . their contrast is neither dramatic nor comic -- it's just a [[surprising]] fizzle .",0.0009629726409912109,0.6169849634170532,0,1,0,129,"Successful"
"this is a children's film in the truest sense . it's packed with adventure and a worthwhile environmental message , so it's great for the kids . parents , on the other [[hand]] , [[will]] be ahead of the plot at all times , and there isn't enough clever innuendo to fil","this is a children's film in the truest sense . it's packed with adventure and a worthwhile environmental message , so it's great for the kids . parents , on the other [[sideways]] , [[wanting]] be ahead of the plot at all times , and there isn't enough clever innuendo to fil",0.0117684006690979,0.5146060585975647,0,1,0,59,"Successful"
"the niftiest trick [[perpetrated]] by the importance of being earnest is the alchemical transmogrification of wilde into austen--and a hollywood-ized austen at that .","the niftiest trick [[obliges]] by the importance of being earnest is the alchemical transmogrification of wilde into austen--and a hollywood-ized austen at that .",0.004963696002960205,0.9857568740844727,0,1,0,41,"Successful"
"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it [[completely]] [[contradicts]] everything kieslowski's work aspired to , including the condition of art .","tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it [[fully]] [[contravention]] everything kieslowski's work aspired to , including the condition of art .",0.01028299331665039,0.9858887791633606,0,1,0,61,"Successful"
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .","ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",0.9766112565994263,0.9766112565994263,1,1,0,1,"Skipped"
"too [[slick]] and [[manufactured]] to claim street credibility .","too [[mancha]] and [[established]] to claim street credibility .",0.0004895925521850586,0.7132999897003174,0,1,0,59,"Successful"
"cherry orchard is [[badly]] [[edited]] , [[often]] awkwardly [[directed]] and [[suffers]] from the [[addition]] of a [[wholly]] [[unnecessary]] pre-credit [[sequence]] [[designed]] to [[give]] some of the characters a 'back story . '","cherry orchard is [[inappropriately]] [[altered]] , [[seldom]] awkwardly [[channelled]] and [[adversity]] from the [[added]] of a [[strictly]] [[undue]] pre-credit [[sequencing]] [[targeted]] to [[allow]] some of the characters a 'back story . '",0.002038717269897461,0.08361774682998657,0,0,0,401,"Failed"
"what ensues are [[much]] blood-splattering , mass drug-induced bowel [[evacuations]] , and none-too-funny [[commentary]] on the cultural [[distinctions]] between [[americans]] and [[brits]] .","what ensues are [[plenty]] blood-splattering , mass drug-induced bowel [[banishment]] , and none-too-funny [[observations]] on the cultural [[honor]] between [[americano]] and [[eng]] .",0.0007134079933166504,0.6437321305274963,0,1,0,169,"Successful"
"a dark comedy that goes for [[sick]] and [[demented]] humor [[simply]] to do so . the [[movie]] is without [[intent]] .","a dark comedy that goes for [[psychopathic]] and [[coot]] humor [[honestly]] to do so . the [[film]] is without [[object]] .",0.0006582140922546387,0.9974241852760315,0,1,0,187,"Successful"
"visually exciting sci-fi film which suffers from a lackluster screenplay .","visually exciting sci-fi film which suffers from a lackluster screenplay .",0.7058461904525757,0.7058461904525757,1,1,0,1,"Skipped"
"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a [[great]] [[missed]] opportunity .","while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a [[admirable]] [[outof]] opportunity .",0.0006182193756103516,0.9949200749397278,0,1,0,72,"Successful"
"if the full monty was a freshman fluke , lucky [[break]] is [cattaneo] sophomore [[slump]] .","if the full monty was a freshman fluke , lucky [[adjournment]] is [cattaneo] sophomore [[tumbling]] .",0.000812828540802002,0.8446317911148071,0,1,0,106,"Successful"
"[[sandra]] [[bullock]] and [[hugh]] [[grant]] make a [[great]] team , but this [[predictable]] [[romantic]] comedy should [[get]] a [[pink]] slip .","[[jayne]] [[plummer]] and [[alberto]] [[entrusts]] make a [[admirable]] team , but this [[anticipated]] [[emotional]] comedy should [[come]] a [[roses]] slip .",0.000747382640838623,0.8465782403945923,0,1,0,243,"Successful"
"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing [[handicap]] .","allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing [[disabilities]] .",0.02349144220352173,0.5636425018310547,0,1,0,63,"Successful"
"you [[expect]] more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this [[cliche]] pileup .","you [[anticipation]] more from director michael apted ( enigma ) and screenwriter nicholas kazan ( reversal of fortune ) than this [[peron]] pileup .",0.0006142854690551758,0.8537403345108032,0,1,0,91,"Successful"
"the first [[mistake]] , i suspect , is [[casting]] shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the [[rocket]] scientist ?","the first [[deceiving]] , i suspect , is [[smelters]] shatner as a legendary professor and kunis as a brilliant college student--where's pauly shore as the [[howitzers]] scientist ?",0.0015912652015686035,0.7095761299133301,0,1,0,97,"Successful"
"the dramatic scenes are frequently [[unintentionally]] funny , and the action sequences -- [[clearly]] the [[main]] event -- are surprisingly uninvolving .","the dramatic scenes are frequently [[unconsciously]] funny , and the action sequences -- [[soberly]] the [[momentous]] event -- are surprisingly uninvolving .",0.0012478828430175781,0.6355476379394531,0,1,0,114,"Successful"
"replacing john carpenter's stylish tracking shots is [[degraded]] , handheld blair witch video-cam footage . of all the halloween's , this is the most visually [[unappealing]] .","replacing john carpenter's stylish tracking shots is [[decompose]] , handheld blair witch video-cam footage . of all the halloween's , this is the most visually [[unflattering]] .",0.006000638008117676,0.6697093844413757,0,1,0,79,"Successful"
"it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .","it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .",0.7944419384002686,0.7944419384002686,1,1,0,1,"Skipped"
"[[despite]] its dry [[wit]] and [[compassion]] , the [[film]] [[suffers]] from a [[philosophical]] [[emptiness]] and maddeningly [[sedate]] [[pacing]] .","[[whereas]] its dry [[wry]] and [[rahim]] , the [[stills]] [[hardship]] from a [[conceptual]] [[nil]] and maddeningly [[demure]] [[pace]] .",0.0012221932411193848,0.6621801853179932,0,1,0,182,"Successful"
". . . [[feels]] as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",". . . [[feel]] as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",0.266143262386322,0.8335006833076477,0,1,0,45,"Successful"
"attal [[pushes]] too [[hard]] to [[make]] this a comedy or [[serious]] [[drama]] . he [[seems]] to want both , but [[succeeds]] in [[making]] neither .","attal [[broadens]] too [[rigid]] to [[put]] this a comedy or [[painful]] [[tragedy]] . he [[appearing]] to want both , but [[thrive]] in [[framing]] neither .",0.0030078887939453125,0.5352391600608826,0,1,0,267,"Successful"
"i could have used my two hours better [[watching]] being john [[malkovich]] again .","i could have used my two hours better [[admiring]] being john [[walken]] again .",0.007225155830383301,0.8144558072090149,0,1,0,71,"Successful"
"it's not a bad plot ; but , [[unfortunately]] , the movie is nowhere near as refined as all the classic dramas it borrows from .","it's not a bad plot ; but , [[shockingly]] , the movie is nowhere near as refined as all the classic dramas it borrows from .",0.02392524480819702,0.6226764917373657,0,1,0,29,"Successful"
"[[flat]] , [[misguided]] comedy .","[[stable]] , [[flawed]] comedy .",0.0006573796272277832,0.9932273626327515,0,1,0,28,"Successful"
"girlfriends are [[bad]] , wives are worse and babies are the kiss of [[death]] in this bitter italian comedy .","girlfriends are [[badly]] , wives are worse and babies are the kiss of [[lives]] in this bitter italian comedy .",0.0016843080520629883,0.792710542678833,0,1,0,106,"Successful"
"the only [[young]] [[people]] who [[possibly]] [[will]] [[enjoy]] it are [[infants]] . . . who might [[be]] distracted by the movie's quick movements and [[sounds]] .","the only [[yong]] [[mankind]] who [[lastly]] [[volition]] [[cherishes]] it are [[enfants]] . . . who might [[viens]] distracted by the movie's quick movements and [[sound]] .",0.001233816146850586,0.7135165929794312,0,1,0,217,"Successful"
"the film boasts at least a few good ideas and features some decent performances , but the result is [[disappointing]] .","the film boasts at least a few good ideas and features some decent performances , but the result is [[unnerving]] .",0.0013582110404968262,0.9645867347717285,0,1,0,36,"Successful"
"no such [[thing]] [[breaks]] no new ground and [[treads]] old turf [[like]] a hippopotamus [[ballerina]] .","no such [[matter]] [[pause]] no new ground and [[larvae]] old turf [[amore]] a hippopotamus [[ballets]] .",0.0004494786262512207,0.9907817244529724,0,1,0,104,"Successful"
"[[unfortunately]] , neither sendak nor the [[directors]] are [[particularly]] [[engaging]] or [[articulate]] .","[[regretfully]] , neither sendak nor the [[director]] are [[principally]] [[mobilizing]] or [[framed]] .",0.0033110976219177246,0.022147536277770996,0,0,0,177,"Failed"
"a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters' decisions only unsatisfactorily .","a wishy-washy melodramatic movie that shows us plenty of sturm und drung , but explains its characters' decisions only unsatisfactorily .",0.6494725942611694,0.6494725942611694,1,1,0,1,"Skipped"
"bang ! zoom ! it's actually pretty funny , but in all the wrong places .","bang ! zoom ! it's actually pretty funny , but in all the wrong places .",0.8367469310760498,0.8367469310760498,1,1,0,1,"Skipped"
"[[lurid]] and [[less]] than lucid work .","[[salacious]] and [[cheaper]] than lucid work .",0.000499725341796875,0.9790403842926025,0,1,0,45,"Successful"
"a [[wannabe]] comedy of manners about a [[brainy]] prep-school [[kid]] with a [[mrs]] . robinson complex [[founders]] on its [[own]] preciousness -- and squanders its [[beautiful]] [[women]] .","a [[midshipman]] comedy of manners about a [[adept]] prep-school [[childhood]] with a [[marian]] . robinson complex [[founding]] on its [[sole]] preciousness -- and squanders its [[magnifique]] [[damsel]] .",0.00041478872299194336,0.8219860792160034,0,1,0,293,"Successful"
"at a [[brief]] 42 [[minutes]] , we [[need]] more x and less [[blab]] .","at a [[anyways]] 42 [[moments]] , we [[would]] more x and less [[agonize]] .",0.002002537250518799,0.1814250946044922,0,0,0,96,"Failed"
"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist [[named]] dirty dick .","if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist [[name]] dirty dick .",0.38285744190216064,0.7656407356262207,0,1,0,55,"Successful"
"this 90-minute dud could [[pass]] for mike tyson's [[e]] ! true hollywood story .","this 90-minute dud could [[enactment]] for mike tyson's [[fae]] ! true hollywood story .",0.0021352171897888184,0.6650286316871643,0,1,0,36,"Successful"
"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio .","this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio .",0.9980200529098511,0.9980200529098511,1,1,0,1,"Skipped"
"once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea isn't [[funny]] .","once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea isn't [[offbeat]] .",0.0005878210067749023,0.9481768608093262,0,1,0,43,"Successful"
"a [[porn]] [[film]] without the [[sex]] [[scenes]] .","a [[uncensored]] [[scene]] without the [[sexist]] [[scene]] .",0.0006528496742248535,0.1850312352180481,0,0,0,101,"Failed"
"the [[connected]] [[stories]] of breitbart and hanussen are [[actually]] [[fascinating]] , but the [[filmmaking]] in [[invincible]] is such that the [[movie]] [[does]] not do them [[justice]] .","the [[intertwined]] [[storytelling]] of breitbart and hanussen are [[predominantly]] [[startling]] , but the [[productions]] in [[unrivalled]] is such that the [[filmmaking]] [[desires]] not do them [[judicial]] .",0.001135110855102539,0.960324227809906,0,1,0,270,"Successful"
"a depressingly retrograde , 'post-feminist' romantic comedy that takes an astonishingly [[condescending]] attitude toward women .","a depressingly retrograde , 'post-feminist' romantic comedy that takes an astonishingly [[objectifying]] attitude toward women .",0.001207113265991211,0.9855212569236755,0,1,0,17,"Successful"
"return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is [[missing]] .","return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is [[absenteeism]] .",0.0013290643692016602,0.9724023342132568,0,1,0,41,"Successful"
"by the end , you just don't [[care]] whether that cold-hearted [[snake]] petrovich ( that would [[be]] [[reno]] ) [[gets]] his [[comeuppance]] . just [[bring]] on the battle bots , please !","by the end , you just don't [[considerate]] whether that cold-hearted [[rattlesnake]] petrovich ( that would [[es]] [[reynaud]] ) [[earns]] his [[vengeful]] . just [[presents]] on the battle bots , please !",0.0035295486450195312,0.5604867935180664,0,1,0,156,"Successful"
"while it's all quite tasteful to [[look]] at , the attention process tends to [[do]] a little [[fleeing]] of its own .","while it's all quite tasteful to [[seeing]] at , the attention process tends to [[know]] a little [[escape]] of its own .",0.0015683770179748535,0.6841443777084351,0,1,0,90,"Successful"
"broder's [[screenplay]] is [[shallow]] , [[offensive]] and [[redundant]] , with [[pitifully]] [[few]] [[real]] [[laughs]] .","broder's [[supposition]] is [[evident]] , [[unsavory]] and [[unwarranted]] , with [[regretfully]] [[rare]] [[realistic]] [[pleasantries]] .",0.0007378458976745605,0.9969879984855652,0,1,0,229,"Successful"
"yes they can swim , the title is [[merely]] anne-sophie birot's off-handed way of saying girls find adolescence difficult to wade through .","yes they can swim , the title is [[uniquely]] anne-sophie birot's off-handed way of saying girls find adolescence difficult to wade through .",0.0017009377479553223,0.929940402507782,0,1,0,33,"Successful"
"don michael paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to [[hide]] the liberal use of a body double ( for seagal ) .","don michael paul uses quick-cuts , ( very ) large shadows and wide-angle shots taken from a distance to [[hidden]] the liberal use of a body double ( for seagal ) .",0.006850302219390869,0.6931986212730408,0,1,0,60,"Successful"
"slow , silly and [[unintentionally]] hilarious .","slow , silly and [[unknowingly]] hilarious .",0.2174985408782959,0.9990972280502319,0,1,0,18,"Successful"
"the sweetest thing leaves a [[bitter]] taste .","the sweetest thing leaves a [[intense]] taste .",0.01116180419921875,0.9985769987106323,0,1,0,41,"Successful"
"in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has [[decided]] he will just [[screen]] the master of disguise 24/7 .","in a big corner office in hell , satan is throwing up his hands in surrender , is firing his r&d people , and has [[determined]] he will just [[colander]] the master of disguise 24/7 .",0.0014064908027648926,0.5704128742218018,0,1,0,67,"Successful"
"for something as splendid-looking as this particular film , the viewer expects something special but instead gets [sci-fi] [[rehash]] .","for something as splendid-looking as this particular film , the viewer expects something special but instead gets [sci-fi] [[blather]] .",0.01029825210571289,0.5455088019371033,0,1,0,20,"Successful"
"a thriller without a lot of [[thrills]] .","a thriller without a lot of [[sentimental]] .",0.00047004222869873047,0.7214220762252808,0,1,0,35,"Successful"
"this [[stuck]] [[pig]] of a [[movie]] flails limply between [[bizarre]] [[comedy]] and [[pallid]] [[horror]] .","this [[froze]] [[sows]] of a [[photographing]] flails limply between [[surprising]] [[hilarity]] and [[voluptuous]] [[terror]] .",0.0004729032516479492,0.010786831378936768,0,0,0,228,"Failed"
"ah , the travails of metropolitan life ! [[alas]] , another breathless movie about same !","ah , the travails of metropolitan life ! [[alack]] , another breathless movie about same !",0.04893946647644043,0.9946843385696411,0,1,0,9,"Successful"
"in moonlight mile , no one gets shut out of the hug [[cycle]] .","in moonlight mile , no one gets shut out of the hug [[spiralling]] .",0.03771507740020752,0.918705403804779,0,1,0,32,"Successful"
"[[though]] uniformly well acted , especially by young ballesta and galan ( a first-time actor ) , writer/director achero manas's film is schematic and obvious .","[[besides]] uniformly well acted , especially by young ballesta and galan ( a first-time actor ) , writer/director achero manas's film is schematic and obvious .",0.004055678844451904,0.837435245513916,0,1,0,31,"Successful"
"[[done]] in mostly by a [[weak]] [[script]] that can't [[support]] the [[epic]] [[treatment]] .","[[exerted]] in mostly by a [[weakened]] [[scenario]] that can't [[sustain]] the [[storytelling]] [[handling]] .",0.001371145248413086,0.004081308841705322,0,0,0,212,"Failed"
"despite its visual [[virtuosity]] , 'naqoyqatsi' is [[banal]] in its message and the choice of material to convey it .","despite its visual [[erudition]] , 'naqoyqatsi' is [[immaterial]] in its message and the choice of material to convey it .",0.0013427734375,0.9864699244499207,0,1,0,73,"Successful"
"slap her - she's not [[funny]] ! no french people were harmed during the making of this movie , but they were [[insulted]] and the audience was put through torture for an hour and a half .","slap her - she's not [[outlandish]] ! no french people were harmed during the making of this movie , but they were [[belittling]] and the audience was put through torture for an hour and a half .",0.0018711686134338379,0.5552726984024048,0,1,0,73,"Successful"
"though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .","though its rather routine script is loaded with familiar situations , the movie has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .",0.9952607154846191,0.9952607154846191,1,1,0,1,"Skipped"
""" one look at a girl in tight pants and big tits and you turn [[stupid]] ? "" um . . isn't that the basis for the [[entire]] plot ?",""" one look at a girl in tight pants and big tits and you turn [[daft]] ? "" um . . isn't that the basis for the [[full]] plot ?",0.0034756064414978027,0.8100117444992065,0,1,0,75,"Successful"
""" not really as bad as you might think ! """,""" not really as bad as you might think ! """,0.6423185467720032,0.6423185467720032,1,1,0,1,"Skipped"
"strident and inelegant in its 'message-movie' [[posturing]] .","strident and inelegant in its 'message-movie' [[elegant]] .",0.0004188418388366699,0.9650821685791016,0,1,0,26,"Successful"
"one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea .","one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea .",0.9981620907783508,0.9981620907783508,1,1,0,1,"Skipped"
"it has the right approach and the right opening premise , but it [[lacks]] the zest and it goes for a plot twist [[instead]] of trusting the material .","it has the right approach and the right opening premise , but it [[dearth]] the zest and it goes for a plot twist [[yet]] of trusting the material .",0.0007140040397644043,0.9895250201225281,0,1,0,66,"Successful"
"its [[impressive]] images of [[crematorium]] [[chimney]] [[fires]] and [[stacks]] of [[dead]] [[bodies]] are [[undermined]] by the movie's presentation , which is [[way]] too stagy .","its [[admirable]] images of [[cemeteries]] [[burning]] [[ablaze]] and [[stilts]] of [[defunct]] [[formations]] are [[eroding]] by the movie's presentation , which is [[styles]] too stagy .",0.0007286667823791504,0.921499490737915,0,1,0,298,"Successful"
"seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .","seeing as the film lacks momentum and its position remains mostly undeterminable , the director's experiment is a successful one .",0.9868106842041016,0.9868106842041016,1,1,0,1,"Skipped"
"the plot is romantic comedy boilerplate from start to finish .","the plot is romantic comedy boilerplate from start to finish .",0.8557215332984924,0.8557215332984924,1,1,0,1,"Skipped"
