"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[[[Premise]]]]: To the northwest of the chateau, the Grand Trianon palace, surrounded by pleasantly unpompous gardens, was the home of Louis XIV's mistress, Madame de Maintenon, where the aging king increasingly took refuge.<SPLIT>[[[[Hypothesis]]]]: Grand Trianon palace was the residence of Louis XIV.","[[[[Premise]]]]: To the northwest of the chateau, the Grand Trianon palace, surrounded by pleasantly unpompous gardens, was the home of Louis XIV's mistress, Madame de Maintenon, where the aging king increasingly took refuge.<SPLIT>[[[[Hypothesis]]]]: Grand Trianon palace was the residence of Louis XIV.",0.9741209745407104,0.9741209745407104,1,1,0,1,"Skipped"
"[[[[Premise]]]]: You're crazed, Beresford.<SPLIT>[[[[Hypothesis]]]]: You are a [[sane]] genius, Beresford.","[[[[Premise]]]]: You're crazed, Beresford.<SPLIT>[[[[Hypothesis]]]]: You are a [[salubrious]] genius, Beresford.",0.001325070858001709,0.7919828295707703,0,2,0,53,"Successful"
"[[[[Premise]]]]: so are can i just ask you are you Canadian<SPLIT>[[[[Hypothesis]]]]: Are you from the [[U]].[[S]].?","[[[[Premise]]]]: so are can i just ask you are you Canadian<SPLIT>[[[[Hypothesis]]]]: Are you from the [[woo]].[[p]].?",0.20651453733444214,0.5364489555358887,0,2,0,17,"Successful"
"[[[[Premise]]]]: In the meantime, the philosophy is to seize present-day opportunities in the thriving economy.<SPLIT>[[[[Hypothesis]]]]: The philosophy was to seize opportunities when the economy is doing [[poorly]].","[[[[Premise]]]]: In the meantime, the philosophy is to seize present-day opportunities in the thriving economy.<SPLIT>[[[[Hypothesis]]]]: The philosophy was to seize opportunities when the economy is doing [[unfairly]].",0.00921708345413208,0.5133495330810547,0,2,0,26,"Successful"
"[[[[Premise]]]]: Case Studies in Science Education.<SPLIT>[[[[Hypothesis]]]]: [[Education]] about science.","[[[[Premise]]]]: Case Studies in Science Education.<SPLIT>[[[[Hypothesis]]]]: [[Parenting]] about science.",0.05516326427459717,0.9761526584625244,1,0,1,40,"Successful"
"[[[[Premise]]]]: uh-huh i i thought they did an excellent job of actually aging the person you know from when he was a little kid to little older to little older to except the last the very last you know the last person the last actor that played the kid<SPLIT>[[[[Hypothesis]]]]: Yeah they did an [[amazing]] job of making that person age through the years, except that last part.","[[[[Premise]]]]: uh-huh i i thought they did an excellent job of actually aging the person you know from when he was a little kid to little older to little older to except the last the very last you know the last person the last actor that played the kid<SPLIT>[[[[Hypothesis]]]]: Yeah they did an [[surprising]] job of making that person age through the years, except that last part.",0.005818784236907959,0.8489689230918884,1,0,1,47,"Successful"
"[[[[Premise]]]]: When asked about the Bible's literal account of creation, as opposed to the attractive concept of divine creation, every major Republican presidential candidate--even Bauer--has squirmed, ducked, and tried to steer the discussion back to faith, morals, and the general idea that humans were created in the image of God.<SPLIT>[[[[Hypothesis]]]]: Every republican presidential candidate has [[tried]] to avoid the question of creation.","[[[[Premise]]]]: When asked about the Bible's literal account of creation, as opposed to the attractive concept of divine creation, every major Republican presidential candidate--even Bauer--has squirmed, ducked, and tried to steer the discussion back to faith, morals, and the general idea that humans were created in the image of God.<SPLIT>[[[[Hypothesis]]]]: Every republican presidential candidate has [[aspired]] to avoid the question of creation.",0.0261690616607666,0.7454973459243774,1,2,1,47,"Successful"
"[[[[Premise]]]]: In Japan, Mainichi Shimbun criticized the new Liberal Democratic Party leader Keizo Obuchi for being devoid of fresh ideas for reviving the Japanese economy.<SPLIT>[[[[Hypothesis]]]]: Mainichi Shimbun was [[critical]] of Keizo Obuchi, the new Liberal Democratic Party Leader.","[[[[Premise]]]]: In Japan, Mainichi Shimbun criticized the new Liberal Democratic Party leader Keizo Obuchi for being devoid of fresh ideas for reviving the Japanese economy.<SPLIT>[[[[Hypothesis]]]]: Mainichi Shimbun was [[crucial]] of Keizo Obuchi, the new Liberal Democratic Party Leader.",0.011886179447174072,0.9887242317199707,1,2,1,35,"Successful"
"[[[[Premise]]]]: One bakes Flipper.<SPLIT>[[[[Hypothesis]]]]: The [[flipper]] was here.","[[[[Premise]]]]: One bakes Flipper.<SPLIT>[[[[Hypothesis]]]]: The [[beast]] was here.",0.22725480794906616,0.9356091618537903,2,0,2,21,"Successful"
"[[[[Premise]]]]: The Women's Haven, which provides shelter and outreach to domestic-violence victims, already has a full-time attorney.<SPLIT>[[[[Hypothesis]]]]: There is a full-time [[attorney]] at the Women's Haven already.","[[[[Premise]]]]: The Women's Haven, which provides shelter and outreach to domestic-violence victims, already has a full-time attorney.<SPLIT>[[[[Hypothesis]]]]: There is a full-time [[bar]] at the Women's Haven already.",0.003149569034576416,0.9704469442367554,1,0,1,22,"Successful"
"[[[[Premise]]]]: hi Cynthia what did you wear to work today<SPLIT>[[[[Hypothesis]]]]: [[You]] [[did]] not [[go]] to [[work]] [[today]]. ","[[[[Premise]]]]: hi Cynthia what did you wear to work today<SPLIT>[[[[Hypothesis]]]]: [[Thyself]] [[had]] not [[skip]] to [[cooperation]] [[nowadays]]. ",0.0026997923851013184,0.7641302943229675,0,2,0,137,"Successful"
"[[[[Premise]]]]: The purpose of the Diwan-i-Khas is hotly disputed; it is not necessarily the hall of private audience that its name implies.<SPLIT>[[[[Hypothesis]]]]: The name suggest that it is open to the public.","[[[[Premise]]]]: The purpose of the Diwan-i-Khas is hotly disputed; it is not necessarily the hall of private audience that its name implies.<SPLIT>[[[[Hypothesis]]]]: The name suggest that it is open to the public.",0.7038978338241577,0.7038978338241577,1,1,0,1,"Skipped"
"[[[[Premise]]]]: well the channel eight when they came here thirteen fourteen years ago Dave Fox and Tracy Rowlett came together uh from Oklahoma City and apparently channel eight was way down and now they have turned it all around and done a pretty remarkable job and then<SPLIT>[[[[Hypothesis]]]]: Channel 8 [[came]] here fourteen years ago, [[I]] still don't watch it, but it's doing great now.","[[[[Premise]]]]: well the channel eight when they came here thirteen fourteen years ago Dave Fox and Tracy Rowlett came together uh from Oklahoma City and apparently channel eight was way down and now they have turned it all around and done a pretty remarkable job and then<SPLIT>[[[[Hypothesis]]]]: Channel 8 [[entry]] here fourteen years ago, [[me]] still don't watch it, but it's doing great now.",0.1023874282836914,0.7346243858337402,2,0,2,50,"Successful"
"[[[[Premise]]]]: 4 million homes watch the evening news on CBS, ABC, and NBC.<SPLIT>[[[[Hypothesis]]]]: [[No]] one [[watches]] nbc.","[[[[Premise]]]]: 4 million homes watch the evening news on CBS, ABC, and NBC.<SPLIT>[[[[Hypothesis]]]]: [[Any]] one [[clocks]] nbc.",0.0007762908935546875,0.512926459312439,0,0,0,41,"Failed"
"[[[[Premise]]]]: Palestrina , by Hans Pfitzner, performed by the Royal Opera (Metropolitan Opera House, New York).<SPLIT>[[[[Hypothesis]]]]: Hans Pfitzner [[did]] not [[write]] Palestrina, which will be performed in New York. ","[[[[Premise]]]]: Palestrina , by Hans Pfitzner, performed by the Royal Opera (Metropolitan Opera House, New York).<SPLIT>[[[[Hypothesis]]]]: Hans Pfitzner [[want]] not [[typing]] Palestrina, which will be performed in New York. ",0.0010619759559631348,0.6708955764770508,0,2,0,61,"Successful"
"[[[[Premise]]]]: The Commission's analysis uses both quantifiable and general descriptions of the effects of the rule on small entities.<SPLIT>[[[[Hypothesis]]]]: The rule has a [[significant]] effect on small entities.","[[[[Premise]]]]: The Commission's analysis uses both quantifiable and general descriptions of the effects of the rule on small entities.<SPLIT>[[[[Hypothesis]]]]: The rule has a [[salient]] effect on small entities.",0.05588895082473755,0.811785876750946,2,1,2,53,"Successful"
"[[[[Premise]]]]: and ancient coins<SPLIT>[[[[Hypothesis]]]]: And really [[old]] coins.","[[[[Premise]]]]: and ancient coins<SPLIT>[[[[Hypothesis]]]]: And really [[obsolete]] coins.",0.05051392316818237,0.9990708827972412,1,0,1,50,"Successful"
"[[[[Premise]]]]: Behind the cathedral, croseover the Rue de la R??publique to the 15th-century Eglise Saint-Maclou, the richest example of Flam?­boy?­ant Gothic in the country.<SPLIT>[[[[Hypothesis]]]]: The Eglise Saint-Michel was built in the 8th [[century]].","[[[[Premise]]]]: Behind the cathedral, croseover the Rue de la R??publique to the 15th-century Eglise Saint-Maclou, the richest example of Flam?­boy?­ant Gothic in the country.<SPLIT>[[[[Hypothesis]]]]: The Eglise Saint-Michel was built in the 8th [[millenium]].",0.006968855857849121,0.8611947894096375,0,2,0,11,"Successful"
"[[[[Premise]]]]: Many had to leave their birthplaces, fleeing to Lesvos, Chios, and Samos, the Greek-ruled islands just offshore.<SPLIT>[[[[Hypothesis]]]]: [[Everyone]] was able to [[remain]] in their homeland. ","[[[[Premise]]]]: Many had to leave their birthplaces, fleeing to Lesvos, Chios, and Samos, the Greek-ruled islands just offshore.<SPLIT>[[[[Hypothesis]]]]: [[Someone]] was able to [[leftovers]] in their homeland. ",0.0005991458892822266,0.6829285621643066,0,2,0,84,"Successful"
"[[[[Premise]]]]: Montmartre is lively at night, with famous clubs such as Au Lapin Agile.<SPLIT>[[[[Hypothesis]]]]: Montmartre [[has]] no [[life]] at [[night]].","[[[[Premise]]]]: Montmartre is lively at night, with famous clubs such as Au Lapin Agile.<SPLIT>[[[[Hypothesis]]]]: Montmartre [[ai]] no [[lifespan]] at [[dark]].",0.0010605454444885254,0.5473018884658813,0,0,0,101,"Failed"
"[[[[Premise]]]]: After four years, Clinton has learned how to avoid looking unpresidential.<SPLIT>[[[[Hypothesis]]]]: After four [[torturous]] years, Clinton finally gets how to [[avoid]] unpresidential behavior.","[[[[Premise]]]]: After four years, Clinton has learned how to avoid looking unpresidential.<SPLIT>[[[[Hypothesis]]]]: After four [[baleful]] years, Clinton finally gets how to [[evaded]] unpresidential behavior.",0.014642417430877686,0.6099690198898315,2,1,2,79,"Successful"
"[[[[Premise]]]]: well uh normally i like to to go out fishing in a boat and uh rather than like bank fishing and just like you try and catch anything that's swimming because i've had such problems of trying to catch any type of fish that uh i just really enjoy doing the boat type fishing<SPLIT>[[[[Hypothesis]]]]: I fish in the boat and try catching any fish because I have [[trouble]] catching certain types.","[[[[Premise]]]]: well uh normally i like to to go out fishing in a boat and uh rather than like bank fishing and just like you try and catch anything that's swimming because i've had such problems of trying to catch any type of fish that uh i just really enjoy doing the boat type fishing<SPLIT>[[[[Hypothesis]]]]: I fish in the boat and try catching any fish because I have [[turbulence]] catching certain types.",0.009123921394348145,0.5293946266174316,1,2,1,54,"Successful"
"[[[[Premise]]]]: CHAPTER 6: HUMAN CAPITAL<SPLIT>[[[[Hypothesis]]]]: Humans have capital.","[[[[Premise]]]]: CHAPTER 6: HUMAN CAPITAL<SPLIT>[[[[Hypothesis]]]]: Humans have capital.",0.9684950113296509,0.9684950113296509,1,1,2,1,"Skipped"
"[[[[Premise]]]]: and these poor guys out there uh trying to uphold the law um i don't know i kind of think they should bring back capital punishment<SPLIT>[[[[Hypothesis]]]]: I think that capital punishment [[should]] [[remain]] [[illegal]].","[[[[Premise]]]]: and these poor guys out there uh trying to uphold the law um i don't know i kind of think they should bring back capital punishment<SPLIT>[[[[Hypothesis]]]]: I think that capital punishment [[could]] [[persevere]] [[improper]].",0.0022869110107421875,0.9455803632736206,0,1,0,116,"Successful"
"[[[[Premise]]]]: The Leland Act  (1) simplify the household definition<SPLIT>[[[[Hypothesis]]]]: The Leland Act defines the [[legal]] definition of what a household is.","[[[[Premise]]]]: The Leland Act  (1) simplify the household definition<SPLIT>[[[[Hypothesis]]]]: The Leland Act defines the [[legislate]] definition of what a household is.",0.2163543701171875,0.5428966283798218,2,1,2,25,"Successful"
"[[[[Premise]]]]: When asked about the Bible's literal account of creation, as opposed to the attractive concept of divine creation, every major Republican presidential candidate--even Bauer--has squirmed, ducked, and tried to steer the discussion back to faith, morals, and the general idea that humans were created in the image of God.<SPLIT>[[[[Hypothesis]]]]: Every republican presidential candidate answered the question of creation [[openly]].","[[[[Premise]]]]: When asked about the Bible's literal account of creation, as opposed to the attractive concept of divine creation, every major Republican presidential candidate--even Bauer--has squirmed, ducked, and tried to steer the discussion back to faith, morals, and the general idea that humans were created in the image of God.<SPLIT>[[[[Hypothesis]]]]: Every republican presidential candidate answered the question of creation [[crudely]].",0.005129218101501465,0.9760920405387878,0,1,0,51,"Successful"
"[[[[Premise]]]]: of course you got to charge it and keep your cash<SPLIT>[[[[Hypothesis]]]]: You have to [[charge]] you new credit card.","[[[[Premise]]]]: of course you got to charge it and keep your cash<SPLIT>[[[[Hypothesis]]]]: You have to [[uploading]] you new credit card.",0.0097617506980896,0.6704768538475037,2,0,2,49,"Successful"
"[[[[Premise]]]]: (Never mind the strictest reading, which supposes that creation took a week.)<SPLIT>[[[[Hypothesis]]]]: The creation apparently took a [[week]], supposes the reading.","[[[[Premise]]]]: (Never mind the strictest reading, which supposes that creation took a week.)<SPLIT>[[[[Hypothesis]]]]: The creation apparently took a [[month]], supposes the reading.",0.009565114974975586,0.9961144924163818,1,0,1,21,"Successful"
"[[[[Premise]]]]: and those are the people that you know can you rehabilitate them the some of the ones that are you know perpetual<SPLIT>[[[[Hypothesis]]]]: You wonder if it's possible to rehabilitate those types of people.","[[[[Premise]]]]: and those are the people that you know can you rehabilitate them the some of the ones that are you know perpetual<SPLIT>[[[[Hypothesis]]]]: You wonder if it's possible to rehabilitate those types of people.",0.7314194440841675,0.7314194440841675,1,1,2,1,"Skipped"
"[[[[Premise]]]]: Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.<SPLIT>[[[[Hypothesis]]]]: Dunnes Stores is a [[popular]] place for [[tourists]] to shop.","[[[[Premise]]]]: Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.<SPLIT>[[[[Hypothesis]]]]: Dunnes Stores is a [[folk]] place for [[visitor]] to shop.",0.007522106170654297,0.6082286834716797,2,0,2,52,"Successful"
"[[[[Premise]]]]: (Cohen 1999) Although many observers would view this as an extreme step it could reduce costs and allow increased efficiencies.<SPLIT>[[[[Hypothesis]]]]: Many observers view it an extreme step to [[lower]] costs and increase efficiencies. ","[[[[Premise]]]]: (Cohen 1999) Although many observers would view this as an extreme step it could reduce costs and allow increased efficiencies.<SPLIT>[[[[Hypothesis]]]]: Many observers view it an extreme step to [[cheaper]] costs and increase efficiencies. ",0.005253791809082031,0.6553992629051208,1,2,1,59,"Successful"
"[[[[Premise]]]]: uh-huh so do you have to get a shade tolerant grass is that what you're<SPLIT>[[[[Hypothesis]]]]: Do you [[have]] to get shade tolerant grass?","[[[[Premise]]]]: uh-huh so do you have to get a shade tolerant grass is that what you're<SPLIT>[[[[Hypothesis]]]]: Do you [[enjoys]] to get shade tolerant grass?",0.00893092155456543,0.9301272630691528,1,2,1,40,"Successful"
"[[[[Premise]]]]: What about the hole?"" They scanned the cliff-side narrowly.<SPLIT>[[[[Hypothesis]]]]: They looked from the top of the cliff for the hole.","[[[[Premise]]]]: What about the hole?"" They scanned the cliff-side narrowly.<SPLIT>[[[[Hypothesis]]]]: They looked from the top of the cliff for the hole.",0.8925540447235107,0.8925540447235107,1,1,2,1,"Skipped"
"[[[[Premise]]]]: This is especially true on Menorca, where cold winter winds limit the season's length.<SPLIT>[[[[Hypothesis]]]]: On Menorca, where cold winter winds [[limit]] the season's length, this is especially true.","[[[[Premise]]]]: This is especially true on Menorca, where cold winter winds limit the season's length.<SPLIT>[[[[Hypothesis]]]]: On Menorca, where cold winter winds [[demarcation]] the season's length, this is especially true.",0.0026232004165649414,0.9535878896713257,1,0,1,60,"Successful"
"[[[[Premise]]]]: yeah although i do worry that how easy this one was might be a bad lesson uh to the to the younger people um you know than there is the other generation<SPLIT>[[[[Hypothesis]]]]: I do worry that it might be a [[bad]] [[lesson]] for the kids.","[[[[Premise]]]]: yeah although i do worry that how easy this one was might be a bad lesson uh to the to the younger people um you know than there is the other generation<SPLIT>[[[[Hypothesis]]]]: I do worry that it might be a [[wicked]] [[lecturing]] for the kids.",0.0353548526763916,0.7504477500915527,1,2,1,63,"Successful"
"[[[[Premise]]]]: 'I see.'<SPLIT>[[[[Hypothesis]]]]: I was [[blind]].","[[[[Premise]]]]: 'I see.'<SPLIT>[[[[Hypothesis]]]]: I was [[benighted]].",0.002874433994293213,0.9714745283126831,0,2,0,26,"Successful"
"[[[[Premise]]]]: and you know if i know that they're gonna be there you know you you i try to really watch it and like you say you know really dress up and if i know they're not you know i i've been doing a lot of reorganization you know the last couple of months the same way you are you know and it's just so it's just impossible to crawl down on the floor and dig through boxes in a dress you know it is so<SPLIT>[[[[Hypothesis]]]]: I never [[try]] to [[watch]] it.","[[[[Premise]]]]: and you know if i know that they're gonna be there you know you you i try to really watch it and like you say you know really dress up and if i know they're not you know i i've been doing a lot of reorganization you know the last couple of months the same way you are you know and it's just so it's just impossible to crawl down on the floor and dig through boxes in a dress you know it is so<SPLIT>[[[[Hypothesis]]]]: I never [[wants]] to [[surveilling]] it.",0.0007042884826660156,0.6666929721832275,0,2,0,60,"Successful"
"[[[[Premise]]]]: Founded by Alexander the Great on the Mediterranean coast in 322 b.c. , Alexandria was capital of Egypt during the Ptolemaic era.<SPLIT>[[[[Hypothesis]]]]: Alexandria, founded by Alexander the Great, [[originally]] had a [[different]] name.","[[[[Premise]]]]: Founded by Alexander the Great on the Mediterranean coast in 322 b.c. , Alexandria was capital of Egypt during the Ptolemaic era.<SPLIT>[[[[Hypothesis]]]]: Alexandria, founded by Alexander the Great, [[previously]] had a [[respective]] name.",0.06736642122268677,0.7945888042449951,2,1,2,39,"Successful"
"[[[[Premise]]]]: yeah i mean this this Escort even when the head gasket went i mean it would start first time every time<SPLIT>[[[[Hypothesis]]]]: The Ford Escort worked even with a blown head gasket.","[[[[Premise]]]]: yeah i mean this this Escort even when the head gasket went i mean it would start first time every time<SPLIT>[[[[Hypothesis]]]]: The Ford Escort worked even with a blown head gasket.",0.9985935688018799,0.9985935688018799,2,2,1,1,"Skipped"
"[[[[Premise]]]]: I don't know all the answers, fella.<SPLIT>[[[[Hypothesis]]]]: I [[know]] everything there is to [[know]] about it.","[[[[Premise]]]]: I don't know all the answers, fella.<SPLIT>[[[[Hypothesis]]]]: I [[listened]] everything there is to [[comprehend]] about it.",0.0014109015464782715,0.1498119831085205,0,0,0,89,"Failed"
"[[[[Premise]]]]: It may be that the best way to read this text in the years ahead will not be with a magnifying glass, but through the looking glass--as a prism to discern what the political culture that produced Nixon shares with our own.<SPLIT>[[[[Hypothesis]]]]: [[Many]] things are shared between the Nixon culture and our own","[[[[Premise]]]]: It may be that the best way to read this text in the years ahead will not be with a magnifying glass, but through the looking glass--as a prism to discern what the political culture that produced Nixon shares with our own.<SPLIT>[[[[Hypothesis]]]]: [[Respective]] things are shared between the Nixon culture and our own",0.03497534990310669,0.9377783536911011,2,1,2,23,"Successful"
"[[[[Premise]]]]: you know even even into major things just to keep our car longer because i don't think we get the money that we put into them out of them in two years or three years and of course i was never in a position where i could trade my car off every two years<SPLIT>[[[[Hypothesis]]]]: I [[get]] a brand new car every couple of years.","[[[[Premise]]]]: you know even even into major things just to keep our car longer because i don't think we get the money that we put into them out of them in two years or three years and of course i was never in a position where i could trade my car off every two years<SPLIT>[[[[Hypothesis]]]]: I [[find]] a brand new car every couple of years.",0.44313615560531616,0.6166479587554932,0,2,0,62,"Successful"
"[[[[Premise]]]]: Once they know their Social Security benefits promised under current law, workers can calculate how much they can expect from employer-sponsored pension plans and how much they need to save on their own for retirement.<SPLIT>[[[[Hypothesis]]]]: Social Security benefits are useful for the worker in securing their retirement and financial freedom when they reach seniority.","[[[[Premise]]]]: Once they know their Social Security benefits promised under current law, workers can calculate how much they can expect from employer-sponsored pension plans and how much they need to save on their own for retirement.<SPLIT>[[[[Hypothesis]]]]: Social Security benefits are useful for the worker in securing their retirement and financial freedom when they reach seniority.",0.789003312587738,0.789003312587738,2,2,1,1,"Skipped"
"[[[[Premise]]]]: The Kal tangled both of Adrin's arms, keeping the blades far away.<SPLIT>[[[[Hypothesis]]]]: Adrin's arms were tangled, keeping his [[rusty]] blades away from Kal.","[[[[Premise]]]]: The Kal tangled both of Adrin's arms, keeping the blades far away.<SPLIT>[[[[Hypothesis]]]]: Adrin's arms were tangled, keeping his [[brewer]] blades away from Kal.",0.0066512227058410645,0.7975292801856995,2,1,2,18,"Successful"
"[[[[Premise]]]]: At the top of the hill is the imposing medieval fortress of Kadifekale.<SPLIT>[[[[Hypothesis]]]]: The [[church]] Kadifekale is [[located]] at the [[bottom]] of the hill.","[[[[Premise]]]]: At the top of the hill is the imposing medieval fortress of Kadifekale.<SPLIT>[[[[Hypothesis]]]]: The [[clergymen]] Kadifekale is [[placed]] at the [[likes]] of the hill.",0.003469407558441162,0.5159485340118408,0,2,0,88,"Successful"
"[[[[Premise]]]]: I'm not sentimental, you know."" She paused.<SPLIT>[[[[Hypothesis]]]]: She claimed not to be [[sentimental]]. ","[[[[Premise]]]]: I'm not sentimental, you know."" She paused.<SPLIT>[[[[Hypothesis]]]]: She claimed not to be [[witty]]. ",0.0790184736251831,0.845677375793457,1,2,1,23,"Successful"
"[[[[Premise]]]]: Abortive countrywide revolts<SPLIT>[[[[Hypothesis]]]]: The unrest could [[be]] stopped [[quickly]].","[[[[Premise]]]]: Abortive countrywide revolts<SPLIT>[[[[Hypothesis]]]]: The unrest could [[remain]] stopped [[succinctly]].",0.013546407222747803,0.8298231363296509,2,0,2,56,"Successful"
"[[[[Premise]]]]: yeah exactly right it really is because they're gonna get them one way or another they will always have a way look at drugs they always have a way to get that so<SPLIT>[[[[Hypothesis]]]]: They [[will]] never [[get]] drugs, [[because]] the government passed a bill that prohobits all of them.","[[[[Premise]]]]: yeah exactly right it really is because they're gonna get them one way or another they will always have a way look at drugs they always have a way to get that so<SPLIT>[[[[Hypothesis]]]]: They [[hope]] never [[ai]] drugs, [[therefore]] the government passed a bill that prohobits all of them.",0.0020110607147216797,0.5912295579910278,0,2,0,109,"Successful"
"[[[[Premise]]]]: ooh it's kind of tough to think of some of the others although i do watch some of some of those frivolous things uh like on Thursday nights at nine o'clock when i get home from aerobics i will watch uh Knots Landing<SPLIT>[[[[Hypothesis]]]]: I've never been to an [[aerobics]] [[class]] before.","[[[[Premise]]]]: ooh it's kind of tough to think of some of the others although i do watch some of some of those frivolous things uh like on Thursday nights at nine o'clock when i get home from aerobics i will watch uh Knots Landing<SPLIT>[[[[Hypothesis]]]]: I've never been to an [[cardio]] [[kind]] before.",0.07183784246444702,0.4524167776107788,0,0,0,54,"Failed"
"[[[[Premise]]]]: right yeah that's it's always handy to have that that credit card for whatever it is that you might need it for<SPLIT>[[[[Hypothesis]]]]: It is not necessary to [[have]] a credit [[card]].","[[[[Premise]]]]: right yeah that's it's always handy to have that that credit card for whatever it is that you might need it for<SPLIT>[[[[Hypothesis]]]]: It is not necessary to [[get]] a credit [[map]].",0.06911611557006836,0.6216157674789429,0,2,0,40,"Successful"
"[[[[Premise]]]]: To address these concerns, we supplement our Base Estimate of benefits with a series of sensitivity calculations that make use of other sources of concentration-response and valuation data for key benefits categories.<SPLIT>[[[[Hypothesis]]]]: Some scenarios allow for supplemental data to be used in lieu of primary data.","[[[[Premise]]]]: To address these concerns, we supplement our Base Estimate of benefits with a series of sensitivity calculations that make use of other sources of concentration-response and valuation data for key benefits categories.<SPLIT>[[[[Hypothesis]]]]: Some scenarios allow for supplemental data to be used in lieu of primary data.",0.777129054069519,0.777129054069519,2,2,1,1,"Skipped"
"[[[[Premise]]]]: If you need to use the mail, it would be helpful if you sent your comments both in writing and on diskette (in Word or ASCII format).<SPLIT>[[[[Hypothesis]]]]: [[We]] don't need more than one copy of your comments, either a diskette or writing will do.","[[[[Premise]]]]: If you need to use the mail, it would be helpful if you sent your comments both in writing and on diskette (in Word or ASCII format).<SPLIT>[[[[Hypothesis]]]]: [[Our]] don't need more than one copy of your comments, either a diskette or writing will do.",0.37850522994995117,0.622317910194397,0,2,0,11,"Successful"
"[[[[Premise]]]]: Tax purists would argue that the value of the homemakers' hard work--and the intrafamily benefits they presumably receive in return for it--should, in fact, be treated as income and taxed, just like the wages paid to outside service providers such as baby sitters and housekeepers.<SPLIT>[[[[Hypothesis]]]]: To tax purists, the value of the homemakers' hard work [[should]] be taxed, and my economy teacher [[agrees]] with that.","[[[[Premise]]]]: Tax purists would argue that the value of the homemakers' hard work--and the intrafamily benefits they presumably receive in return for it--should, in fact, be treated as income and taxed, just like the wages paid to outside service providers such as baby sitters and housekeepers.<SPLIT>[[[[Hypothesis]]]]: To tax purists, the value of the homemakers' hard work [[wouldnt]] be taxed, and my economy teacher [[acceptance]] with that.",0.0037914514541625977,0.5073481798171997,2,0,2,88,"Successful"
"[[[[Premise]]]]: Were you in company with anyone?<SPLIT>[[[[Hypothesis]]]]: Were you [[awake]]?","[[[[Premise]]]]: Were you in company with anyone?<SPLIT>[[[[Hypothesis]]]]: Were you [[vigil]]?",0.13742458820343018,0.897930383682251,0,2,0,25,"Successful"
"[[[[Premise]]]]: that's right you can work yourself to death well i'm sorry to hear your color didn't come out so good over the weekend<SPLIT>[[[[Hypothesis]]]]: Don't work yourself to death. ","[[[[Premise]]]]: that's right you can work yourself to death well i'm sorry to hear your color didn't come out so good over the weekend<SPLIT>[[[[Hypothesis]]]]: Don't work yourself to death. ",0.9980188012123108,0.9980188012123108,0,0,2,1,"Skipped"
"[[[[Premise]]]]: The burden of his spiritual functions as high priest of Shinto and the tasks of administration led the emperor to welcome an early abdication, frequently to retire to a life of Buddhist meditation and scholarship.<SPLIT>[[[[Hypothesis]]]]: [[People]] looked down on the emperor for abandoning his duties and abdicating.","[[[[Premise]]]]: The burden of his spiritual functions as high priest of Shinto and the tasks of administration led the emperor to welcome an early abdication, frequently to retire to a life of Buddhist meditation and scholarship.<SPLIT>[[[[Hypothesis]]]]: [[Gens]] looked down on the emperor for abandoning his duties and abdicating.",0.25156402587890625,0.6915292739868164,2,0,2,50,"Successful"
"[[[[Premise]]]]: 11 These departures permit them take advantage of the lower cost of living as well as to be reunited with their spouses and children.<SPLIT>[[[[Hypothesis]]]]: The [[departures]] help them take advantage of the low cost of living in the [[south]].","[[[[Premise]]]]: 11 These departures permit them take advantage of the lower cost of living as well as to be reunited with their spouses and children.<SPLIT>[[[[Hypothesis]]]]: The [[goings]] help them take advantage of the low cost of living in the [[sud]].",0.00747758150100708,0.5047346353530884,2,1,2,49,"Successful"
"[[[[Premise]]]]: If you still want to join, it might be worked.<SPLIT>[[[[Hypothesis]]]]: [[You]] can [[try]] to [[do]] it if you'd like to join.","[[[[Premise]]]]: If you still want to join, it might be worked.<SPLIT>[[[[Hypothesis]]]]: [[Thyself]] can [[searching]] to [[wo]] it if you'd like to join.",0.036535024642944336,0.5916755199432373,1,2,1,76,"Successful"
"[[[[Premise]]]]: Britain's best-selling tabloid, the Sun , announced as a front-page world exclusive Friday that Texan model Jerry Hall has started divorce proceedings against aging rock star Mick Jagger at the High Court in London.<SPLIT>[[[[Hypothesis]]]]: The Sun [[makes]] [[millions]] [[every]] year off fake news.","[[[[Premise]]]]: Britain's best-selling tabloid, the Sun , announced as a front-page world exclusive Friday that Texan model Jerry Hall has started divorce proceedings against aging rock star Mick Jagger at the High Court in London.<SPLIT>[[[[Hypothesis]]]]: The Sun [[is]] [[shiu]] [[all]] year off fake news.",0.005801558494567871,0.7118765711784363,2,0,2,75,"Successful"
"[[[[Premise]]]]: A student visa overstayer is not going to be a high priority for pro bono assistance.<SPLIT>[[[[Hypothesis]]]]: A student visa overstayer will be [[high]] priority.","[[[[Premise]]]]: A student visa overstayer is not going to be a high priority for pro bono assistance.<SPLIT>[[[[Hypothesis]]]]: A student visa overstayer will be [[wider]] priority.",0.010851919651031494,0.8383561372756958,0,2,0,51,"Successful"
